City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Muros,ES,42.7762,-9.0603,68.09,83,85,14.05,overcast clouds
337,Santa Cruz Cabralia,BR,-16.2781,-39.0247,71.83,88,100,4.61,overcast clouds
338,Kutum,SD,14.2,24.6667,75.97,54,98,5.95,overcast clouds
339,Paragominas,BR,-2.9667,-47.4833,73.67,64,9,4.25,clear sky
340,Katy,US,29.7858,-95.8244,99.37,49,0,5.99,haze
341,Wageningen,NL,51.9667,5.6667,61.86,96,100,5.75,overcast clouds
342,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.9,36,28,3.09,scattered clouds
343,Richards Bay,ZA,-28.783,32.0377,66.02,86,82,6.33,light rain
344,Kavieng,PG,-2.5744,150.7967,81.93,78,100,12.26,light rain
345,Belyy Yar,RU,53.6039,91.3903,62.49,77,0,4.47,light rain
346,Saldanha,ZA,-33.0117,17.9442,42.85,81,99,8.46,overcast clouds
347,Waipawa,NZ,-41.4122,175.5153,46.63,73,94,12.95,overcast clouds
348,Ugoofaaru,MV,5.6667,73.0,82.36,74,99,18.12,overcast clouds
349,Gondanglegi,ID,-7.7479,112.0132,75.4,82,100,14.47,overcast clouds
350,Iralaya,HN,15.0,-83.2333,79.29,86,45,10.78,scattered clouds
351,Byron Bay,AU,-28.65,153.6167,58.95,84,100,19.44,light rain
352,Goderich,CA,43.7501,-81.7165,80.92,54,0,9.22,clear sky
353,Provideniya,RU,64.3833,-173.3,42.91,87,100,27.0,overcast clouds
354,Tuktoyaktuk,CA,69.4541,-133.0374,57.2,88,75,6.91,broken clouds
355,Matara,LK,5.9485,80.5353,76.84,91,100,14.65,overcast clouds
356,Zaoyang,CN,32.1272,112.7542,82.78,81,95,13.49,overcast clouds
357,Monte Alegre,BR,-2.0078,-54.0692,79.11,76,69,1.34,broken clouds
358,Vaitape,PF,-16.5167,-151.75,77.23,73,13,10.92,light rain
359,San Cristobal,VE,7.7669,-72.225,75.38,97,59,3.4,broken clouds
360,Tokmak,UA,47.2514,35.7058,63.14,73,11,8.12,few clouds
361,Meulaboh,ID,4.1363,96.1285,77.02,82,90,5.23,overcast clouds
362,Pringsewu,ID,-5.3582,104.9744,74.17,94,88,1.07,overcast clouds
363,Santa Rosa,PH,14.3122,121.1114,83.1,79,36,5.01,scattered clouds
364,Naifaru,MV,5.4444,73.3657,82.44,74,100,17.36,overcast clouds
365,Muisne,EC,0.6,-80.0333,73.17,85,100,8.03,overcast clouds
366,Tilichiki,RU,60.4667,166.1,62.83,44,0,6.76,clear sky
367,Ust-Kuyga,RU,70.0167,135.6,62.62,48,5,8.08,clear sky
368,Alto Araguaia,BR,-17.3147,-53.2153,68.79,39,67,4.0,broken clouds
369,Roma,US,43.2128,-75.4557,78.69,83,100,6.91,overcast clouds
370,Dhidhdhoo,MV,6.8833,73.1,81.59,78,100,18.9,overcast clouds
371,Dali,CN,25.7,100.1833,64.26,88,95,1.88,overcast clouds
372,Kloulklubed,PW,7.0419,134.2556,81.1,75,100,1.45,overcast clouds
373,Longyearbyen,SJ,78.2186,15.6401,49.84,87,75,2.3,broken clouds
374,Nosy Varika,MG,-20.5833,48.5333,62.65,89,59,5.3,broken clouds
375,Korla,CN,41.7597,86.1469,76.39,32,0,1.3,clear sky
376,Nata,PA,8.3333,-80.5167,74.46,97,100,4.5,overcast clouds
377,Pingzhuang,CN,42.0372,119.2889,76.53,62,0,2.95,clear sky
378,Vernon,CA,50.2581,-119.2691,95.76,24,57,3.44,broken clouds
379,Sebezh,RU,56.2955,28.4654,59.25,92,19,0.96,few clouds
380,Dedza,MW,-14.3779,34.3332,52.56,62,37,4.41,scattered clouds
381,Arcachon,FR,44.5875,-1.0519,71.42,73,0,9.22,clear sky
382,Whitehorse,CA,60.7161,-135.0538,63.81,46,75,16.11,broken clouds
383,Touros,BR,-5.1989,-35.4608,75.02,86,100,8.55,overcast clouds
384,Morondava,MG,-20.2833,44.2833,67.69,69,0,8.9,clear sky
385,Chokurdakh,RU,70.6333,147.9167,56.21,31,2,6.73,clear sky
386,Bonavista,CA,48.6499,-53.1147,57.27,92,36,5.75,scattered clouds
387,Tosno,RU,59.54,30.8775,65.71,94,0,3.65,clear sky
388,Constitucion,CL,-35.3333,-72.4167,52.45,89,51,10.16,broken clouds
389,Sumbe,AO,-11.2061,13.8437,66.96,91,19,5.5,few clouds
390,Erzin,TR,36.9559,36.2,73.6,74,0,2.64,clear sky
391,Magadan,RU,59.5667,150.8,72.54,69,67,1.21,broken clouds
392,Neuquen,AR,-38.9516,-68.0591,49.89,53,0,3.44,clear sky
393,Punta Ocote,HN,15.2,-87.2833,85.8,58,40,9.22,scattered clouds
394,Ketchikan,US,55.3422,-131.6461,63.07,67,100,5.75,overcast clouds
395,Ternate,ID,0.8,127.4,82.18,74,92,6.06,overcast clouds
396,Acarau,BR,-2.8856,-40.12,78.51,77,47,12.95,scattered clouds
397,Brae,GB,60.3964,-1.353,50.09,86,55,8.08,broken clouds
398,Baykit,RU,61.67,96.37,63.1,71,19,3.22,few clouds
399,Medicine Hat,CA,50.0501,-110.6683,88.23,28,20,13.8,few clouds
400,Pishin,PK,30.5803,66.9961,80.08,55,49,3.29,scattered clouds
401,Cachira,CO,7.741,-73.0483,57.07,98,99,4.52,overcast clouds
402,Savonlinna,FI,61.8699,28.88,57.25,100,0,1.14,clear sky
403,Nantucket,US,41.2835,-70.0995,78.91,94,100,11.5,mist
404,Lokosovo,RU,61.1333,74.8167,52.72,78,30,6.6,scattered clouds
405,Kungurtug,RU,50.5994,97.5228,56.93,63,81,1.61,broken clouds
406,Ixtapa,MX,20.7,-105.2,89.22,76,30,5.01,scattered clouds
407,Taksimo,RU,56.3444,114.8794,62.65,86,100,1.7,overcast clouds
408,Angleton,US,29.1694,-95.4319,92.12,65,0,14.97,clear sky
409,Kuala Pilah,MY,2.7389,102.2487,74.86,96,64,1.28,broken clouds
410,Coahuayana,MX,18.7333,-103.6833,86.18,76,91,5.88,overcast clouds
411,Nsanje,MW,-16.92,35.262,67.23,73,81,4.45,broken clouds
412,Pailitas,CO,8.9565,-73.6255,78.19,90,91,0.83,overcast clouds
413,Buren,DE,51.55,8.5667,62.64,98,100,10.36,light intensity drizzle
414,Egvekinot,RU,66.3167,-179.1667,46.29,50,80,10.83,broken clouds
415,Melbu,NO,68.5044,14.8297,51.62,100,75,5.75,broken clouds
416,Xuddur,SO,4.1213,43.8894,70.03,80,54,20.09,broken clouds
417,Vao,NC,-22.6667,167.4833,73.83,90,55,19.24,broken clouds
418,Iquique,CL,-20.2208,-70.1431,59.04,85,84,3.67,broken clouds
419,Black Forest,US,39.0131,-104.7008,85.75,27,75,10.36,broken clouds
420,Prattville,US,32.464,-86.4597,92.71,63,75,9.22,broken clouds
421,Leeuwarden,NL,53.2014,5.8086,61.99,87,100,8.05,overcast clouds
422,Lodja,CD,-3.4833,23.4333,71.71,73,79,0.56,broken clouds
423,Rio Grande,BR,-32.035,-52.0986,60.94,99,100,5.53,overcast clouds
424,Rupert,US,42.6191,-113.6772,93.18,22,0,0.0,clear sky
425,Cairns,AU,-16.9167,145.7667,78.12,72,8,11.5,clear sky
426,Gat,IL,31.61,34.7642,75.88,100,2,1.9,clear sky
427,Bethel,US,41.3712,-73.414,85.33,77,31,8.59,scattered clouds
428,Coihaique,CL,-45.5752,-72.0662,30.15,93,40,3.44,scattered clouds
429,Rapid Valley,US,44.0625,-103.1463,96.84,22,0,14.0,clear sky
430,Qaqortoq,GL,60.7167,-46.0333,48.02,83,7,8.23,clear sky
431,Waingapu,ID,-9.6567,120.2641,78.22,72,97,15.86,overcast clouds
432,Padang,ID,-0.9492,100.3543,73.45,86,91,4.23,overcast clouds
433,Vestmannaeyjar,IS,63.4427,-20.2734,52.16,96,100,5.37,overcast clouds
434,Tura,IN,25.5198,90.2201,74.84,96,100,3.74,light rain
435,Almeirim,BR,-1.5233,-52.5817,77.5,82,53,1.7,broken clouds
436,Tateyama,JP,34.9833,139.8667,84.13,88,18,17.02,few clouds
437,Bulungu,CD,-4.55,18.6,75.31,57,58,0.51,broken clouds
438,Turukhansk,RU,65.8167,87.9833,60.94,74,97,7.87,overcast clouds
439,Pantai Remis,MY,4.4557,100.6288,75.22,86,90,3.15,overcast clouds
440,Green River,US,41.5286,-109.4662,90.0,20,21,8.01,few clouds
441,Yankton,US,42.8711,-97.3973,91.65,27,0,9.22,clear sky
442,Nizhniy Kuranakh,RU,58.8353,125.4869,71.13,71,44,1.59,scattered clouds
443,Aksu,CN,41.1231,80.2644,75.92,28,0,3.96,clear sky
444,Saint-Junien,FR,45.8833,0.9,72.18,75,0,3.38,clear sky
445,Nizhnevartovsk,RU,60.9344,76.5531,53.62,87,0,8.99,clear sky
446,Ulladulla,AU,-35.35,150.4667,57.49,78,50,9.53,scattered clouds
447,Carnarvon,AU,-24.8667,113.6333,60.21,75,36,16.26,scattered clouds
448,Milkovo,RU,54.7167,158.6167,70.61,57,29,5.82,scattered clouds
449,Mayya,RU,61.7333,130.2811,72.72,61,13,5.61,few clouds
450,Isangel,VU,-19.55,169.2667,80.56,69,4,16.26,clear sky
451,Madras,IN,13.0878,80.2785,78.78,94,75,6.91,mist
452,La Rioja,ES,42.25,-2.5,73.18,59,3,1.36,clear sky
453,Ballina,AU,-28.8667,153.5667,59.02,99,100,19.39,light rain
454,Atambua,ID,-9.1061,124.8925,74.98,67,88,6.85,overcast clouds
455,Inuvik,CA,68.3499,-133.7218,68.76,59,75,4.61,broken clouds
456,Townsville,AU,-19.25,146.8,68.88,68,20,10.36,few clouds
457,Ino,JP,33.55,133.4333,83.73,62,30,6.38,scattered clouds
458,Mananjary,MG,-21.2167,48.3333,62.02,87,25,4.97,scattered clouds
459,Birnin Kebbi,NG,12.4539,4.1975,80.44,68,34,0.83,scattered clouds
460,Teya,RU,60.3778,92.6267,59.02,78,60,2.37,broken clouds
461,Lar,IN,26.2039,83.9717,81.73,82,100,7.65,overcast clouds
462,Cayenne,GF,4.9333,-52.3333,80.1,1,0,0.0,clear sky
463,Ishigaki,JP,24.3448,124.1572,86.13,84,20,8.05,few clouds
464,San Luis,AR,-33.295,-66.3356,55.09,36,0,8.93,clear sky
465,Half Moon Bay,US,37.4636,-122.4286,88.54,77,100,25.32,overcast clouds
466,Laguna,US,38.421,-121.4238,104.76,23,0,6.91,clear sky
467,Bose,IT,45.4612,8.0137,80.19,57,1,5.64,clear sky
468,Caravelas,BR,-17.7125,-39.2481,70.79,84,5,5.91,clear sky
469,Kwinana,AU,-32.25,115.7667,58.93,87,81,11.81,broken clouds
470,Cadillac,US,44.2519,-85.4012,81.79,47,75,5.75,broken clouds
471,Portland,US,45.5234,-122.6762,89.89,49,75,5.75,broken clouds
472,Bud,US,39.447,-86.1758,87.78,60,0,7.72,clear sky
473,Pangnirtung,CA,66.1451,-65.7125,45.77,87,89,0.98,overcast clouds
474,Kampong Chhnang,KH,12.1667,104.55,75.0,90,75,2.73,broken clouds
475,Donskoye,RU,45.4552,41.9741,64.53,61,21,7.61,few clouds
476,Necochea,AR,-38.5473,-58.7368,44.31,44,89,5.08,light rain
477,Linden,GY,6.0,-58.3,74.37,98,79,2.82,broken clouds
478,Haimen,CN,23.1935,116.6142,84.09,77,2,4.14,clear sky
479,Besikduzu,TR,41.052,39.2284,73.29,75,100,4.79,overcast clouds
480,Wanning,CN,18.8003,110.3967,80.91,85,17,1.12,few clouds
481,Ust-Kulom,RU,61.6864,53.6902,61.32,72,84,3.67,broken clouds
482,Superior,US,46.7208,-92.1041,82.76,40,0,18.41,clear sky
483,Hwange,ZW,-18.3693,26.5019,63.54,56,65,4.54,broken clouds
484,Bodaybo,RU,57.8506,114.1933,66.36,77,100,2.01,overcast clouds
485,Konde,TZ,-4.95,39.75,73.33,76,2,11.92,clear sky
486,Zhanaozen,KZ,43.3,52.8,84.16,31,60,20.02,broken clouds
487,Sola,VU,-13.8833,167.55,80.26,82,81,17.74,light rain
488,Felipe Carrillo Puerto,MX,19.5833,-88.05,84.92,62,9,6.98,clear sky
489,Broome,US,42.2506,-75.833,84.58,54,20,11.5,few clouds
490,Marsa Matruh,EG,31.3525,27.2453,73.6,73,0,4.61,clear sky
491,Berbera,SO,10.4396,45.0143,90.01,36,56,26.55,broken clouds
492,Maceio,BR,-9.6658,-35.7353,76.44,88,20,3.44,few clouds
493,Tukrah,LY,32.5341,20.5791,76.66,79,0,10.6,clear sky
494,Shebalino,RU,51.2917,85.6772,55.49,99,100,4.45,light rain
495,Ulaanbaatar,MN,47.9077,106.8832,55.53,88,75,6.71,light rain
496,Koshurnikovo,RU,54.1667,93.3,58.68,69,61,2.91,broken clouds
497,Ayagoz,KZ,47.9714,80.4392,66.58,48,51,5.53,broken clouds
498,Evensk,RU,61.95,159.2333,65.17,43,13,3.91,few clouds
499,San Andres,CO,12.5847,-81.7006,78.82,94,75,10.36,broken clouds
500,Choszczno,PL,53.169,15.4205,69.24,88,85,4.76,overcast clouds
501,San Miguel,SV,13.4833,-88.1833,81.81,76,84,5.06,broken clouds
502,Malatya,TR,38.5,38.0,60.85,55,0,4.61,clear sky
503,Parainen,FI,60.3067,22.301,65.14,93,34,10.65,scattered clouds
504,Tingi,TZ,-11.3,35.0333,54.97,77,0,3.13,clear sky
505,Koslan,RU,63.4564,48.8989,57.25,81,13,5.14,few clouds
506,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,82,70,2.82,broken clouds
507,Shimoda,JP,34.6667,138.95,84.56,84,11,11.65,few clouds
508,Rawlins,US,41.7911,-107.2387,91.29,8,0,19.57,clear sky
509,Haifa,IL,32.8156,34.9892,77.22,85,0,5.41,clear sky
510,Kirakira,SB,-10.4544,161.9205,84.27,69,98,4.41,overcast clouds
511,Durango,MX,24.8333,-104.8333,76.59,36,67,8.88,broken clouds
512,Poso,ID,-1.3959,120.7524,80.08,80,57,4.09,broken clouds
513,Kidal,ML,18.4411,1.4078,88.32,38,69,7.74,broken clouds
514,Tongliao,CN,43.6125,122.2653,78.58,65,55,7.31,broken clouds
515,Kaspiyskiy,RU,45.3929,47.3707,74.55,68,75,6.62,broken clouds
516,Amga,RU,60.8953,131.9608,73.09,69,21,3.62,few clouds
517,Beringovskiy,RU,63.05,179.3167,51.42,59,31,12.08,scattered clouds
518,Bahia Blanca,AR,-38.7196,-62.2724,50.54,27,85,4.59,light rain
519,Skorodnoye,RU,51.071,37.2276,52.97,97,77,8.77,broken clouds
520,Phuket,TH,8.0,98.25,85.12,93,20,4.61,few clouds
521,Sartell,US,45.6216,-94.2069,82.62,43,0,9.22,clear sky
522,Iqaluit,CA,63.7506,-68.5145,44.33,87,20,4.61,few clouds
523,Sainte-Suzanne,RE,-20.9061,55.6089,66.38,86,20,13.8,few clouds
524,Changli,CN,39.7042,119.1506,80.4,65,11,6.67,few clouds
525,Natal,BR,-5.795,-35.2094,75.42,94,75,8.05,light rain
526,Kedrovyy,RU,56.1667,91.8167,59.41,81,68,4.03,broken clouds
527,Huadian,CN,42.9633,126.7478,72.79,88,58,1.61,broken clouds
528,Embonas,GR,36.2269,27.8564,77.83,51,0,6.58,clear sky
529,Mount Gambier,AU,-37.8333,140.7667,51.89,77,100,12.01,overcast clouds
530,Rio Gallegos,AR,-51.6226,-69.2181,30.25,80,0,19.57,clear sky
531,Mishan,CN,45.55,131.8833,67.53,88,66,9.35,broken clouds
532,Mandera,KE,3.9366,41.867,75.33,66,73,20.83,broken clouds
533,Port-Gentil,GA,-0.7193,8.7815,75.16,88,100,8.05,overcast clouds
534,Vuktyl,RU,63.8567,57.3094,52.84,66,73,7.4,broken clouds
535,Puerto Quijarro,BO,-17.7833,-57.7667,77.9,34,96,2.73,overcast clouds
536,Tongren,CN,27.7172,109.1853,79.95,84,69,3.94,broken clouds
537,Gazojak,TM,41.1875,61.4036,91.15,17,0,12.06,clear sky
538,Botad,IN,22.1667,71.6667,78.35,84,99,7.85,overcast clouds
539,Ingham,US,42.6,-84.3833,83.91,52,0,8.05,clear sky
540,Vardo,NO,70.3705,31.1107,55.38,94,75,10.36,fog
541,Sa Kaeo,TH,13.75,102.3333,74.91,92,100,4.5,overcast clouds
542,Grong,NO,64.4654,12.3149,51.33,93,89,5.46,overcast clouds
543,Srednekolymsk,RU,67.45,153.6833,55.47,38,0,6.62,clear sky
544,Campbell River,CA,50.0163,-125.2446,77.59,50,75,5.75,broken clouds
545,Buloh Kasap,MY,2.5536,102.764,75.65,95,55,1.52,broken clouds
546,Udachnyy,RU,66.4167,112.4,50.45,100,100,5.53,light rain
547,Los Chiles,CR,11.0333,-84.7167,77.25,87,99,3.74,overcast clouds
548,Sheffield,GB,53.383,-1.4659,62.22,76,100,4.41,overcast clouds
549,Yerbogachen,RU,61.2767,108.0108,63.86,72,99,3.24,overcast clouds
550,Sahuaripa,MX,29.05,-109.2333,97.93,38,34,5.03,scattered clouds
551,Arti,RU,56.4234,58.5328,52.7,92,15,3.27,few clouds
552,Wajima,JP,37.4,136.9,75.88,100,75,10.36,mist
553,Almaznyy,RU,48.0448,40.045,56.7,83,48,7.25,scattered clouds
554,Muroto,JP,33.2833,134.15,79.92,82,20,8.68,few clouds
555,Itupiranga,BR,-5.1347,-49.3267,75.52,55,6,1.61,clear sky
556,Springfield,US,37.2153,-93.2982,101.91,25,0,5.75,clear sky
557,Rudnyy,KZ,52.9594,63.1206,55.63,80,7,6.04,clear sky
558,Robertsport,LR,6.7533,-11.3686,77.14,79,100,14.23,overcast clouds
559,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,3,10.36,clear sky
560,Hammerfest,NO,70.6634,23.6821,52.25,100,100,5.75,light intensity drizzle
561,Eyl,SO,7.9803,49.8164,76.28,73,50,22.5,scattered clouds
562,Grindavik,IS,63.8424,-22.4338,53.55,100,100,4.61,light intensity drizzle
563,Dakar,SN,14.6937,-17.4441,82.53,83,75,2.3,light rain
564,Marihatag,PH,8.7936,126.2969,82.15,77,43,2.64,light rain
565,Yushala,RU,57.0761,64.2601,53.2,97,78,5.01,broken clouds
566,Omboue,GA,-1.5746,9.2618,71.2,92,50,7.54,scattered clouds
567,Waverly,US,42.7392,-84.6208,83.75,55,0,9.98,clear sky
568,Ahipara,NZ,-35.1667,173.1667,59.16,63,74,8.1,broken clouds
569,Panguna,PG,-6.3164,155.4848,81.45,49,75,2.06,broken clouds
570,Devonport,AU,-41.1667,146.35,52.99,69,48,9.42,scattered clouds
571,Falun,SE,60.6036,15.626,68.41,92,100,9.1,light rain
572,Berlevag,NO,70.8578,29.0864,62.4,94,100,1.14,light rain
573,Iglesias,IT,39.3114,8.535,78.78,50,3,3.56,clear sky
574,Artesia,US,33.8658,-118.0831,96.28,59,0,10.36,clear sky
575,Raudeberg,NO,61.9875,5.1352,52.47,78,67,11.5,broken clouds
576,Iraray,PH,8.9936,118.0511,82.0,82,93,2.89,overcast clouds
577,Usakos,NA,-22.0,15.6,61.59,29,0,9.08,clear sky
578,Poya,NC,-21.35,165.15,79.27,70,70,7.87,broken clouds
579,General Roca,AR,-39.0333,-67.5833,49.62,51,98,5.99,overcast clouds
580,Williston,US,48.147,-103.618,85.8,38,8,3.0,clear sky
581,Kudahuvadhoo,MV,2.6708,72.8944,81.09,78,80,16.67,broken clouds
582,Shively,US,38.2001,-85.8227,91.49,47,20,10.36,few clouds
583,Peniche,PT,39.3558,-9.3811,68.11,85,69,17.85,broken clouds
584,Biak,ID,-0.9131,122.8766,78.24,80,32,6.93,scattered clouds
585,Ust-Omchug,RU,61.15,149.6333,66.85,59,42,4.54,scattered clouds
586,Port Blair,IN,11.6667,92.75,79.77,86,100,4.99,overcast clouds
587,Bereda,ES,43.2686,-7.5406,66.42,100,94,5.5,overcast clouds
588,Venustiano Carranza,MX,19.43,-99.0992,81.99,15,36,15.01,scattered clouds
589,Puerto Penasco,MX,31.3167,-113.5333,92.91,63,68,5.99,broken clouds
590,Sutysky,UA,49.0425,28.4173,57.79,80,0,7.99,clear sky
591,Zaysan,KZ,47.4667,84.8667,66.6,45,47,5.21,scattered clouds
592,Puerto Montt,CL,-41.4698,-72.9447,41.83,100,100,1.14,light rain
593,Keshorai Patan,IN,25.3,75.9333,80.82,80,100,7.7,overcast clouds
594,Tete,MZ,-16.1564,33.5867,73.49,60,40,3.44,scattered clouds
595,Lapa,BR,-25.7697,-49.7158,59.86,85,91,2.53,light rain
596,Manavalakurichi,IN,8.1333,77.3,77.22,88,100,13.94,overcast clouds
597,College,US,64.8569,-147.8028,65.59,60,75,6.91,broken clouds
598,Nabire,ID,-3.3667,135.4833,80.67,81,26,0.18,scattered clouds
599,Abong Mbang,CM,3.9833,13.1833,66.94,98,100,3.85,overcast clouds
600,Corcoran,US,36.098,-119.5604,106.38,7,36,11.56,scattered clouds
601,Pinerolo,IT,44.8833,7.35,80.62,60,0,1.01,clear sky
602,Panacan,PH,9.2463,118.4082,82.36,81,83,3.94,broken clouds
603,Ukiah,US,39.1502,-123.2078,99.45,13,0,11.5,clear sky
604,Charleston,US,32.7766,-79.9309,86.02,75,0,9.22,clear sky
605,Jumla,NP,29.2747,82.1838,63.19,97,100,0.78,overcast clouds
606,Marienburg,PL,54.0359,19.0266,71.11,63,96,3.33,overcast clouds
607,Birao,CF,10.2849,22.7882,70.79,95,100,0.74,light rain
608,Rongcheng,CN,30.634,117.8517,84.47,84,22,1.41,few clouds
609,Uvarovka,RU,55.5278,35.6061,53.29,90,26,7.56,scattered clouds
610,Midland,US,31.9974,-102.0779,95.67,35,0,16.11,clear sky
611,Trinidad,BO,-14.8333,-64.9,80.58,57,2,3.44,clear sky
612,Alofi,NU,-19.0595,-169.9187,82.29,57,40,8.05,scattered clouds
613,Sao Sebastiao,BR,-23.76,-45.4097,67.14,92,41,6.51,scattered clouds
614,Sawtell,AU,-30.3833,153.1,59.02,88,75,20.71,shower rain
615,Kuching,MY,1.55,110.3333,75.42,94,40,3.0,moderate rain
616,Port Victoria,KE,0.0939,33.9756,69.06,74,90,8.95,light rain
617,Haines Junction,CA,60.7522,-137.5108,64.35,42,100,9.22,overcast clouds
618,Whitecourt,CA,54.1502,-115.6855,78.04,29,75,14.97,broken clouds
619,Catalina,US,32.5056,-110.9211,103.5,28,55,1.99,broken clouds
620,Mogadishu,SO,2.0371,45.3438,75.63,85,66,18.25,light rain
621,Morden,CA,49.1919,-98.1014,79.09,47,8,11.5,clear sky
622,Brekstad,NO,63.687,9.6654,54.01,87,75,13.8,broken clouds
623,Bonoua,CI,5.2741,-3.595,76.62,81,70,4.76,broken clouds
624,Bima,ID,-8.4667,118.7167,77.65,80,78,4.9,broken clouds
625,Liverpool,GB,53.4106,-2.9779,62.62,76,20,4.61,few clouds
626,Topchikha,RU,52.8192,83.1185,61.09,95,67,9.57,broken clouds
627,Lakes Entrance,AU,-37.8811,147.981,53.74,70,3,10.42,clear sky
628,Newport,GB,51.5877,-2.9984,66.69,75,95,5.73,overcast clouds
629,Narimanov,RU,46.6927,47.8498,69.71,77,9,6.2,clear sky
630,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,63,100,5.75,overcast clouds
631,Yar-Sale,RU,66.8333,70.8333,42.96,90,100,12.21,light rain
632,Esqueda,MX,30.7167,-109.5833,96.08,24,18,10.18,few clouds
633,Mokhsogollokh,RU,61.4681,128.9203,73.26,65,30,6.11,scattered clouds
634,Hamilton,US,39.1834,-84.5333,87.75,57,0,11.5,clear sky
635,Vershino-Darasunskiy,RU,52.35,115.5167,70.03,55,35,3.49,scattered clouds
636,Petukhovo,RU,55.0692,67.9019,54.95,98,75,8.77,broken clouds
637,Nexo,DK,55.0607,15.1306,62.69,93,100,10.0,overcast clouds
638,Ouesso,CG,1.6136,16.0517,70.32,97,94,1.81,light rain
639,Okhotsk,RU,59.3833,143.3,62.46,81,100,5.23,overcast clouds
640,Fairfield,US,41.2668,-73.3162,85.01,85,52,8.3,broken clouds
641,Alindao,CF,5.0267,21.2088,70.16,97,100,2.48,light rain
642,Riviere-Au-Renard,CA,48.9957,-64.3971,68.29,85,97,12.62,overcast clouds
643,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,17.27,few clouds
644,Ambilobe,MG,-13.2,49.05,64.2,75,15,5.06,few clouds
645,Saurimo,AO,-9.6608,20.3916,71.65,35,99,4.36,overcast clouds
646,Vanavara,RU,60.34,102.2797,59.81,78,89,2.93,overcast clouds
647,Barmer,IN,25.75,71.3833,80.65,82,98,13.78,overcast clouds
648,Guanica,PR,17.9716,-66.908,85.05,85,99,9.24,overcast clouds
649,Hobyo,SO,5.3505,48.5268,75.34,82,25,23.69,scattered clouds
650,Worpswede,DE,53.2167,8.9333,63.25,97,67,1.01,broken clouds
651,Susanville,US,40.4163,-120.653,96.64,10,0,12.66,clear sky
652,Karratha,AU,-20.7377,116.8463,70.18,74,0,7.34,clear sky
653,Ostrovnoy,RU,68.0531,39.5131,56.86,84,98,6.02,overcast clouds
654,Sault Sainte Marie,CA,46.5168,-84.3333,75.76,59,0,9.22,clear sky
655,Cabedelo,BR,-6.9811,-34.8339,74.07,85,97,7.23,overcast clouds
656,Canmore,CA,51.0834,-115.3521,84.31,19,2,11.5,clear sky
657,Kuytun,RU,54.3419,101.5036,60.17,70,75,9.91,broken clouds
658,Puerto Colombia,CO,10.9878,-74.9547,82.49,83,100,11.83,overcast clouds
659,Piacabucu,BR,-10.4056,-36.4344,72.5,84,33,5.82,scattered clouds
660,Ajdabiya,LY,30.7554,20.2263,74.61,62,0,10.33,clear sky
661,Walvis Bay,NA,-22.9575,14.5053,56.35,67,0,3.44,clear sky
662,Nador,MA,35.174,-2.9287,77.25,88,0,3.44,clear sky
663,Mirnyy,RU,62.5353,113.9611,60.24,93,89,1.99,overcast clouds
664,Lancut,PL,50.0687,22.2291,62.55,76,0,2.3,clear sky
665,Eyrarbakki,IS,63.863,-21.1481,53.65,96,100,1.92,overcast clouds
666,Ikornnes,NO,62.3873,6.557,56.16,90,93,4.0,overcast clouds
667,Awjilah,LY,29.1081,21.2869,77.2,40,0,13.06,clear sky
668,Littleton,US,39.6133,-105.0166,96.22,20,51,1.99,broken clouds
669,Vermilion,US,40.1667,-87.7506,88.14,55,0,10.36,clear sky
670,Frontera,MX,26.9333,-101.45,98.22,30,10,18.88,clear sky
671,Eucaliptus,BO,-17.5833,-67.5167,47.82,17,38,9.62,scattered clouds
672,Montanha,BR,-18.1269,-40.3633,65.21,89,31,6.2,scattered clouds
673,Guilin,CN,25.2819,110.2864,77.11,89,11,1.61,few clouds
674,Palmer,US,42.1584,-72.3287,84.42,92,50,3.36,scattered clouds
675,Syracuse,IT,37.0881,15.2792,78.39,58,0,3.18,clear sky
676,Potamia,GR,40.7163,24.7286,75.51,74,0,9.24,clear sky
677,Manggar,ID,-2.8833,108.2667,81.07,81,100,8.68,moderate rain
678,Daokou,CN,35.5639,114.5058,80.74,72,86,5.14,overcast clouds
679,Oum Hadjer,TD,13.2954,19.6966,76.91,75,99,5.75,light rain
680,Arlit,NE,18.7369,7.3853,94.78,15,35,9.06,scattered clouds
681,Pueblo,US,38.2545,-104.6091,97.56,19,17,20.15,few clouds
682,Drayton Valley,CA,53.2168,-114.9854,69.93,75,76,7.0,broken clouds
683,Chingirlau,KZ,51.095,54.0814,69.55,44,82,9.15,broken clouds
684,Paamiut,GL,61.994,-49.6678,47.79,82,7,8.14,clear sky
685,Maracas,BR,-13.4411,-40.4308,58.24,87,38,5.48,scattered clouds
686,Nishihara,JP,26.1842,127.7558,87.08,84,75,16.11,broken clouds
687,Vangaindrano,MG,-23.35,47.6,62.96,89,35,4.23,scattered clouds
688,Batagay,RU,67.6333,134.6333,65.26,51,95,4.27,overcast clouds
689,Mehamn,NO,71.0357,27.8492,58.91,100,100,13.8,overcast clouds
